Cell_ID,Receiving_Reach_ID,Receiving_Reach_Location_[0=up;1=dn],Drainage_Area_[ha],Average_Elevation_[m],Average_Aspect_[deg],Land_Slope_[m/m],Sheet_Flow_Slope_[m/m],Sheet_Flow_Length_[m],Shallow_Concentrated_Flow_Slope_[m/m],Shallow_Concentrated_Flow_Length_[m],Concentrated_Flow_Slope_[m/m],Concentrated_Flow_Length_[m],LS_Factor,Aspect_Correlation,Orphan_Raster_Code_[T/F]
2622,262,1,0.0300,179.33,73.18,0.01505,0.01667,15.00,0.00001,0.00,0.00001,0.00,0.406,0.6972,F
2623,262,1,0.0200,179.75,273.50,0.01848,0.01333,15.00,0.00001,0.00,0.00001,0.00,0.426,0.9426,F
2632,263,1,2.3400,180.46,5.37,0.03058,0.01999,25.00,0.00001,0.00,0.00001,0.00,0.474,0.6053,F
2633,263,1,1.3000,180.90,174.52,0.03777,0.03833,29.14,0.00001,0.00,0.00001,0.00,0.725,0.9241,F
2642,264,1,5.0600,182.92,347.85,0.01379,0.00600,50.00,0.00600,50.00,0.00950,263.28,0.216,0.6483,F
2643,264,1,14.8200,185.18,32.03,0.02567,0.00634,50.00,0.00800,50.00,0.00640,356.78,0.342,0.6025,F
2651,265,0,10.6700,214.71,2.67,0.02207,0.01034,50.00,0.00990,50.00,0.00963,746.84,0.318,0.4720,F
2652,265,1,21.8300,204.60,315.41,0.04899,0.01166,50.00,0.01614,50.00,0.03053,558.85,0.706,0.7156,F
2653,265,1,18.8500,203.20,51.25,0.05183,0.00766,50.00,0.00786,50.00,0.01497,564.06,0.783,0.6290,F
2661,266,0,10.9700,205.94,358.27,0.03937,0.00931,50.00,0.01931,50.00,0.02382,603.70,0.552,0.6034,F
2662,266,1,9.3100,193.51,327.86,0.04279,0.01434,50.00,0.02371,50.00,0.02682,188.49,0.591,0.6996,F
2663,266,1,11.0100,197.32,58.35,0.04236,0.02503,50.00,0.03194,50.00,0.02457,451.27,0.602,0.6332,F
2672,267,1,48.3900,197.39,316.27,0.06065,0.00600,50.00,0.00717,50.00,0.03266,795.83,0.892,0.6340,F
2673,267,1,37.9000,197.60,98.58,0.06452,0.01321,50.00,0.02473,50.00,0.03289,576.84,1.001,0.7056,F
2682,268,1,3.2400,198.26,268.58,0.10133,0.10400,50.00,0.13400,50.00,0.05763,83.28,1.596,0.8370,F
2683,268,1,1.3500,196.69,66.98,0.09180,0.05273,50.00,0.02121,50.00,0.03767,43.99,1.387,0.8472,F
2691,269,0,10.2700,212.88,345.75,0.03766,0.00917,50.00,0.00800,50.00,0.01759,610.62,0.543,0.6108,F
2692,269,1,9.2600,208.78,251.52,0.05238,0.00766,50.00,0.01331,50.00,0.01907,411.63,0.783,0.4909,F
2693,269,1,3.2800,206.42,355.39,0.09926,0.03240,50.00,0.04214,50.00,0.05595,170.21,1.670,0.7717,F
2702,270,1,3.4900,203.79,276.85,0.10292,0.01321,50.00,0.04560,50.00,0.11643,122.28,1.704,0.8441,F
2703,270,1,6.5800,203.84,89.25,0.08389,0.01273,50.00,0.05387,50.00,0.04858,260.56,1.387,0.8188,F
2712,271,1,35.7600,213.37,293.36,0.05239,0.00834,50.00,0.01000,50.00,0.02089,602.34,0.796,0.5529,F
2713,271,1,17.3600,213.74,72.08,0.06084,0.01214,50.00,0.01206,50.00,0.02680,433.70,0.939,0.7615,F
2721,272,0,10.8200,222.63,47.46,0.02258,0.03200,50.00,0.01000,50.00,0.00951,536.13,0.323,0.4443,F
2722,272,1,11.7800,219.23,308.06,0.03594,0.00907,50.00,0.00693,50.00,0.02160,333.35,0.520,0.5757,F
2723,272,1,13.5400,220.99,63.07,0.03167,0.01366,50.00,0.00835,50.00,0.01287,633.76,0.446,0.5328,F
2731,273,0,10.4800,227.56,40.09,0.01408,0.01434,50.00,0.02000,50.00,0.00498,559.91,0.205,0.7200,F
2732,273,1,6.4700,221.57,339.12,0.03727,0.02742,50.00,0.00259,50.00,0.00488,153.99,0.530,0.6544,F
2733,273,1,30.3400,224.74,61.51,0.01861,0.00834,50.00,0.01497,50.00,0.00685,585.77,0.277,0.6515,F
2741,274,0,10.4300,224.18,48.11,0.01320,0.00834,50.00,0.00966,50.00,0.00657,588.20,0.196,0.6386,F
2742,274,1,19.4100,216.48,335.92,0.06254,0.00800,50.00,0.01200,50.00,0.03063,328.14,0.971,0.6356,F
2743,274,1,26.1300,216.38,88.34,0.05729,0.01400,50.00,0.00800,50.00,0.01634,471.27,0.880,0.5989,F
2751,275,0,10.2500,219.37,40.35,0.03587,0.00400,50.00,0.01214,50.00,0.01744,544.41,0.524,0.4128,F
2752,275,1,8.7600,206.63,333.24,0.07470,0.01669,50.00,0.01669,50.00,0.05576,173.64,1.153,0.7333,F
2753,275,1,25.0900,212.07,79.78,0.06027,0.00717,50.00,0.01717,50.00,0.02283,704.41,0.930,0.5010,F
2761,276,0,12.2900,181.72,75.55,0.00900,0.00800,50.00,0.00507,50.00,0.00272,902.05,0.134,0.4948,F
2762,276,1,6.3900,180.04,45.13,0.00999,0.00752,50.00,0.00249,50.00,0.00153,296.07,0.109,0.6344,F
2763,276,1,6.0400,180.03,138.28,0.00529,0.00200,50.00,0.00166,50.00,0.00234,341.92,0.102,0.6330,F
2772,277,1,0.3000,178.08,100.88,0.03950,0.04333,15.00,0.00001,0.00,0.00001,0.00,0.588,0.4086,F
2773,277,1,0.2600,178.80,254.48,0.05748,0.02892,29.14,0.00001,0.00,0.00001,0.00,1.042,0.7889,F
2782,278,1,38.8200,179.61,61.69,0.00504,0.00600,50.00,0.00235,50.00,0.00139,567.13,0.087,0.5231,F
2783,278,1,36.9900,179.77,172.67,0.01063,0.01717,50.00,0.00683,50.00,0.00076,796.48,0.149,0.2493,F
2792,279,1,0.2400,180.59,274.04,0.00824,0.01666,15.00,0.00001,0.00,0.00001,0.00,0.169,0.9665,F
2793,279,1,3.3200,180.86,69.44,0.00462,0.00400,50.00,0.00200,50.00,0.00192,313.99,0.089,0.4788,F
2802,280,1,24.2900,184.46,11.55,0.01601,0.01469,50.00,0.02628,50.00,0.02169,520.92,0.232,0.6901,F
2803,280,1,5.9000,182.96,104.03,0.01248,0.03964,50.00,0.04339,50.00,0.00837,152.28,0.187,0.6343,F
2811,281,0,10.0000,198.93,16.49,0.02364,0.00800,50.00,0.01000,50.00,0.01993,619.91,0.328,0.8449,F
2812,281,1,15.2200,195.18,349.42,0.02759,0.01024,50.00,0.01479,50.00,0.01895,693.70,0.378,0.7508,F
2813,281,1,12.3300,191.54,68.98,0.02370,0.01521,50.00,0.01864,50.00,0.01574,535.12,0.330,0.6489,F
2821,282,0,10.0400,192.04,76.62,0.00987,0.00366,50.00,0.00435,50.00,0.00579,579.91,0.159,0.4672,F
2822,282,1,2.0000,189.79,72.61,0.02888,0.00517,50.00,0.01337,50.00,0.02949,95.71,0.404,0.8738,F
2823,282,1,2.4500,189.54,177.53,0.02978,0.01141,50.00,0.01755,50.00,0.02170,180.21,0.409,0.8451,F
2831,283,0,16.7200,185.36,62.17,0.02559,0.00834,50.00,0.02220,50.00,0.01541,524.06,0.354,0.7619,F
2832,283,1,2.9900,181.39,51.42,0.00607,0.00200,50.00,0.00515,29.14,0.00001,0.00,0.101,0.3471,F
2833,283,1,8.3500,186.82,78.95,0.02151,0.00400,50.00,0.00697,50.00,0.01286,764.47,0.323,0.6341,F
2841,284,0,10.0500,183.06,96.86,0.01032,0.02028,50.00,0.05911,50.00,0.00704,885.12,0.161,0.7594,F
2842,284,1,5.5300,181.07,40.66,0.00342,0.00200,50.00,0.00201,50.00,0.00189,265.06,0.072,0.7424,F
2843,284,1,43.8400,182.03,90.36,0.00893,0.00800,50.00,0.00425,50.00,0.00225,1644.71,0.145,0.4465,F
2852,285,1,23.4800,179.21,89.89,0.02043,0.01014,50.00,0.01414,50.00,0.00397,614.77,0.270,0.3657,F
2853,285,1,32.5400,179.68,246.49,0.02107,0.02455,50.00,0.02564,50.00,0.00463,564.41,0.297,0.4125,F
2862,286,1,6.3100,179.15,35.42,0.01143,0.02673,50.00,0.01196,50.00,0.00197,569.20,0.162,0.3095,F
2863,286,1,1.6800,178.80,245.26,0.00607,0.00600,50.00,0.00001,50.00,0.00286,35.00,0.109,0.6063,F
2872,287,1,3.7500,179.47,352.71,0.01232,0.00600,50.00,0.00200,50.00,0.00001,41.92,0.184,0.5285,F
2873,287,1,11.0900,179.87,128.73,0.01332,0.01600,50.00,0.00600,50.00,0.00118,255.06,0.192,0.4473,F
2881,288,0,10.0000,181.71,109.45,0.00793,0.00283,50.00,0.00517,50.00,0.00227,1637.84,0.134,0.4632,F
2882,288,1,4.1900,180.19,61.53,0.00662,0.00825,50.00,0.00225,50.00,0.00146,258.85,0.117,0.3308,F
2883,288,1,3.9200,180.25,119.56,0.00512,0.00200,50.00,0.00001,50.00,0.00165,182.63,0.094,0.5438,F
2891,289,0,14.4400,182.53,50.50,0.00379,0.00400,50.00,0.00200,50.00,0.00231,542.70,0.079,0.8095,F
2892,289,1,21.7800,182.14,61.84,0.00676,0.04000,50.00,0.02400,50.00,0.00310,1421.98,0.114,0.5617,F
2893,289,1,9.5600,181.45,152.78,0.00376,0.00566,50.00,0.00235,50.00,0.00168,239.20,0.085,0.5144,F
2902,290,1,14.4900,179.62,78.36,0.01013,0.01303,50.00,0.01366,50.00,0.00117,660.27,0.145,0.5241,F
2903,290,1,7.2800,179.07,183.20,0.00699,0.00200,50.00,0.00201,50.00,0.00068,298.85,0.113,0.3520,F
2911,291,0,11.3900,180.46,85.52,0.00508,0.00200,50.00,0.00200,50.00,0.00177,621.99,0.092,0.4501,F
2912,291,1,10.4300,179.80,351.50,0.00902,0.00542,50.00,0.01565,50.00,0.00194,271.92,0.137,0.4340,F
2913,291,1,7.9800,179.88,123.88,0.00448,0.00200,50.00,0.00001,50.00,0.00160,251.27,0.085,0.5695,F
2921,292,0,12.8700,179.78,100.83,0.00797,0.01200,50.00,0.00497,50.00,0.00085,534.77,0.124,0.1654,F
2922,292,1,2.7500,179.52,78.97,0.00698,0.00400,50.00,0.00200,50.00,0.00001,102.63,0.115,0.6812,F
2923,292,1,1.5700,179.53,241.33,0.00522,0.00600,50.00,0.00400,50.00,0.00301,33.28,0.095,0.8316,F
2932,293,1,0.5200,178.37,77.37,0.03816,0.02520,29.14,0.00001,0.00,0.00001,0.00,0.464,0.4508,F
2933,293,1,14.2300,179.75,272.14,0.01491,0.01303,50.00,0.01287,50.00,0.00521,492.70,0.213,0.4070,F
2942,294,1,26.8600,179.54,56.88,0.01659,0.00800,50.00,0.01172,50.00,0.00190,854.35,0.255,0.2711,F
2943,294,1,11.1100,179.28,216.10,0.01675,0.01000,50.00,0.00400,50.00,0.00199,560.21,0.276,0.2786,F
2952,295,1,1.0600,179.45,56.29,0.01312,0.00800,50.00,0.00400,25.00,0.00001,0.00,0.172,0.7913,F
2953,295,1,0.3300,179.32,204.52,0.00612,0.00600,50.00,0.00261,19.14,0.00001,0.00,0.107,0.6511,F
2962,296,1,3.8900,179.81,343.73,0.01347,0.01200,50.00,0.00400,50.00,0.00001,17.78,0.155,0.4450,F
2963,296,1,7.6200,179.78,151.67,0.00596,0.00800,50.00,0.00199,50.00,0.00001,217.43,0.104,0.3748,F
2972,297,1,0.0800,179.70,303.30,0.00326,0.00001,50.00,0.00001,17.43,0.00001,0.00,0.032,0.7160,F
2982,298,1,41.4900,180.69,20.40,0.00838,0.00800,50.00,0.00400,50.00,0.00168,776.90,0.124,0.1370,F
2983,298,1,22.8400,180.66,76.59,0.01619,0.01366,50.00,0.00635,50.00,0.00725,427.49,0.227,0.4334,F
2991,299,0,17.0700,182.60,56.60,0.00815,0.01083,50.00,0.00118,50.00,0.00233,858.61,0.112,0.6662,F
2992,299,1,14.1000,181.58,28.83,0.00466,0.00225,50.00,0.00376,50.00,0.00190,635.12,0.089,0.5745,F
2993,299,1,5.4500,181.69,125.34,0.00826,0.01141,50.00,0.01293,50.00,0.00205,431.57,0.118,0.4867,F
3002,300,1,0.2900,180.78,67.49,0.01294,0.00566,50.00,0.01414,5.36,0.00001,0.00,0.197,0.7679,F
3003,300,1,0.6000,181.42,243.56,0.03001,0.04503,50.00,0.02228,50.00,0.01414,37.78,0.442,0.7205,F
3011,301,0,10.6700,182.08,142.52,0.00888,0.02000,50.00,0.00800,50.00,0.00237,422.63,0.125,0.5101,F
3012,301,1,1.6800,181.28,34.55,0.00566,0.00200,50.00,0.00001,50.00,0.00367,13.64,0.117,0.6038,F
3013,301,1,8.3000,181.80,158.13,0.00628,0.00800,50.00,0.00200,50.00,0.00263,476.42,0.112,0.5617,F
3021,302,0,10.8100,182.11,73.11,0.00788,0.00400,50.00,0.00400,50.00,0.00239,502.99,0.120,0.4872,F
3022,302,1,9.4700,181.23,112.50,0.00451,0.00624,50.00,0.00576,50.00,0.00139,362.34,0.084,0.5961,F
3023,302,1,13.7200,181.93,225.77,0.01754,0.01117,50.00,0.00249,50.00,0.00223,457.84,0.235,0.4444,F
3031,303,0,10.3400,181.40,74.98,0.01157,0.01414,50.00,0.00386,50.00,0.00230,608.85,0.166,0.0830,F
3032,303,1,8.8600,181.47,71.42,0.02141,0.01400,50.00,0.00873,50.00,0.01074,205.06,0.279,0.6015,F
3033,303,1,1.6900,180.95,232.86,0.01714,0.01000,50.00,0.00235,50.00,0.01023,37.43,0.262,0.5840,F
3041,304,0,10.1400,180.95,76.04,0.01323,0.00717,50.00,0.02131,50.00,0.00216,637.55,0.187,0.4975,F
3042,304,1,13.9900,180.24,91.80,0.00850,0.01800,50.00,0.00001,50.00,0.00179,279.20,0.132,0.6216,F
3043,304,1,3.9300,180.11,240.97,0.00832,0.01000,50.00,0.00401,50.00,0.00255,117.78,0.135,0.7001,F
3051,305,0,10.0700,180.30,160.00,0.01192,0.01800,50.00,0.00600,50.00,0.00136,518.20,0.173,0.1749,F
3052,305,1,2.8800,179.61,72.19,0.00394,0.00366,50.00,0.00386,50.00,0.00250,89.85,0.080,0.5754,F
3053,305,1,4.0100,179.68,156.55,0.01052,0.02000,50.00,0.01331,50.00,0.00229,146.07,0.155,0.3876,F
3061,306,0,10.4200,180.37,81.99,0.01106,0.01200,50.00,0.01917,50.00,0.00137,615.48,0.159,0.3440,F
3062,306,1,5.3600,179.37,92.08,0.00445,0.00600,50.00,0.00001,50.00,0.00056,180.92,0.079,0.5677,F
3063,306,1,13.6700,179.32,183.35,0.00887,0.00425,50.00,0.00308,50.00,0.00056,610.33,0.134,0.2313,F
3071,307,0,12.9600,179.53,222.88,0.01328,0.03200,50.00,0.01800,50.00,0.00115,611.27,0.180,0.2687,F
3072,307,1,4.1200,178.86,83.60,0.00502,0.00199,50.00,0.00001,50.00,0.00001,148.49,0.079,0.5310,F
3073,307,1,19.5800,180.22,246.36,0.01854,0.00517,50.00,0.01000,50.00,0.00310,594.41,0.248,0.4352,F
3082,308,1,0.1500,176.90,342.90,0.03384,0.04000,15.00,0.00001,0.00,0.00001,0.00,0.468,0.1580,F
3083,308,1,0.0800,177.89,275.52,0.04832,0.03666,15.00,0.00001,0.00,0.00001,0.00,1.242,0.9859,F
3092,309,1,13.0200,177.60,70.14,0.01006,0.00800,50.00,0.00200,50.00,0.00154,260.21,0.120,0.4618,F
3093,309,1,16.9800,178.48,214.29,0.01678,0.01224,50.00,0.01893,50.00,0.00376,356.78,0.232,0.5543,F
3101,310,0,10.0900,180.73,165.88,0.02733,0.00800,50.00,0.00600,50.00,0.00278,540.62,0.361,0.2293,F
3102,310,1,17.6500,179.15,82.76,0.01599,0.02843,50.00,0.03054,50.00,0.00290,363.70,0.210,0.5529,F
3103,310,1,19.4800,179.43,242.04,0.01794,0.01994,50.00,0.03392,50.00,0.00899,212.28,0.245,0.6278,F
3111,311,0,10.8300,179.88,182.40,0.01029,0.00600,50.00,0.00552,50.00,0.00353,574.71,0.154,0.3813,F
3112,311,1,3.3500,178.95,70.06,0.01330,0.00566,50.00,0.01206,50.00,0.00870,71.57,0.190,0.7837,F
3113,311,1,13.7300,179.22,203.52,0.01295,0.00400,50.00,0.00806,50.00,0.00340,455.77,0.183,0.4656,F
3122,312,1,0.5300,177.32,105.56,0.02137,0.01235,29.14,0.00001,0.00,0.00001,0.00,0.351,0.2225,F
3123,312,1,5.9500,177.81,245.68,0.01010,0.00566,50.00,0.00338,50.00,0.00331,347.49,0.150,0.4392,F
3132,313,1,15.1100,178.64,74.56,0.01913,0.00951,50.00,0.00849,50.00,0.00527,421.27,0.263,0.4815,F
3133,313,1,8.8400,177.94,246.19,0.01383,0.01454,50.00,0.00946,50.00,0.00237,380.56,0.218,0.4729,F
3141,314,0,10.0300,180.47,118.05,0.01621,0.00951,50.00,0.00439,50.00,0.00258,525.48,0.218,0.2156,F
3142,314,1,26.2500,179.67,64.58,0.01569,0.01283,50.00,0.00786,50.00,0.00362,488.20,0.216,0.4560,F
3143,314,1,20.6600,179.08,205.63,0.01882,0.00800,50.00,0.00001,50.00,0.00013,808.85,0.267,0.2350,F
3151,315,0,11.0300,178.65,110.48,0.00876,0.01515,50.00,0.00082,50.00,0.00001,592.34,0.137,0.2086,F
3152,315,1,27.3300,178.93,76.04,0.01270,0.02048,50.00,0.02220,50.00,0.00335,468.20,0.176,0.5600,F
3153,315,1,19.1500,178.65,229.49,0.01324,0.00483,50.00,0.00225,50.00,0.00096,571.27,0.189,0.6529,F
3161,316,0,10.0700,179.08,143.21,0.01504,0.01224,50.00,0.01273,50.00,0.00207,558.55,0.204,0.2288,F
3162,316,1,12.9500,178.21,93.88,0.01290,0.01599,50.00,0.00001,50.00,0.00001,64.35,0.182,0.7286,F
3163,316,1,38.8900,179.09,253.78,0.01362,0.00649,50.00,0.01137,50.00,0.00409,576.48,0.194,0.5880,F
3171,317,0,12.1500,179.22,217.98,0.01034,0.03400,50.00,0.01800,50.00,0.00350,515.42,0.152,0.5361,F
3172,317,1,11.2700,177.83,103.85,0.00839,0.00400,50.00,0.00352,50.00,0.00118,361.98,0.123,0.4590,F
3173,317,1,14.2900,178.44,232.83,0.00951,0.01200,50.00,0.00401,50.00,0.00349,372.99,0.143,0.5778,F
3181,318,0,10.6700,178.45,223.21,0.01192,0.01428,50.00,0.01571,50.00,0.00024,423.05,0.171,0.4396,F
3182,318,1,2.2100,177.61,68.81,0.00813,0.00600,50.00,0.00001,47.43,0.00001,0.00,0.100,0.6272,F
3183,318,1,10.1400,178.82,234.82,0.02765,0.02000,50.00,0.00400,50.00,0.00123,327.49,0.339,0.5903,F
3191,319,0,10.6300,177.80,146.14,0.01719,0.01903,50.00,0.01697,50.00,0.00391,486.48,0.224,0.2676,F
3192,319,1,3.4600,176.65,55.63,0.00968,0.00600,50.00,0.00201,50.00,0.00251,79.85,0.114,0.7003,F
3193,319,1,7.1900,177.18,206.94,0.01258,0.00600,50.00,0.00366,50.00,0.00409,200.21,0.181,0.5904,F
3202,320,1,8.9700,175.86,117.90,0.01373,0.00600,50.00,0.03443,50.00,0.00554,249.20,0.199,0.5353,F
3203,320,1,5.0900,176.88,284.05,0.02861,0.03600,50.00,0.00518,50.00,0.01734,183.99,0.389,0.7977,F
3211,321,0,10.0500,177.98,112.17,0.00898,0.00600,50.00,0.00600,50.00,0.00114,531.27,0.138,0.2589,F
3212,321,1,86.6700,177.77,65.54,0.01022,0.00624,50.00,0.00576,50.00,0.00312,672.70,0.153,0.6916,F
3213,321,1,42.1000,177.30,221.57,0.01161,0.01103,50.00,0.01765,50.00,0.00072,782.99,0.167,0.5600,F
3221,322,0,10.5300,177.03,129.01,0.00841,0.00634,50.00,0.00166,50.00,0.00033,614.12,0.124,0.1890,F
3222,322,1,4.9400,176.84,59.95,0.00694,0.00200,50.00,0.00142,50.00,0.00209,61.57,0.107,0.3825,F
3223,322,1,6.1900,177.21,235.62,0.01421,0.01600,50.00,0.00435,50.00,0.00285,310.56,0.206,0.2906,F
3232,323,1,18.5700,173.39,21.52,0.02271,0.00966,50.00,0.01034,50.00,0.00745,665.12,0.300,0.4485,F
3233,323,1,32.5000,173.77,212.30,0.01777,0.00400,50.00,0.00352,50.00,0.00548,816.84,0.261,0.2360,F
3242,324,1,0.1800,172.04,25.90,0.05833,0.01703,50.00,0.08679,37.43,0.00001,0.00,0.831,0.6435,F
3243,324,1,0.0900,172.09,205.11,0.07124,0.02932,29.14,0.00001,0.00,0.00001,0.00,1.308,0.9387,F
3252,325,1,2.3500,174.05,40.12,0.02800,0.01228,50.00,0.02271,50.00,0.03252,72.28,0.400,0.8611,F
3253,325,1,0.1200,172.21,233.49,0.01602,0.01111,45.00,0.00001,0.00,0.00001,0.00,0.120,0.9684,F
3261,326,0,10.0900,175.81,41.46,0.01105,0.00225,50.00,0.00425,50.00,0.00486,510.27,0.168,0.5322,F
3262,326,1,12.3700,174.66,303.35,0.01364,0.01024,50.00,0.00727,50.00,0.00256,225.06,0.194,0.3142,F
3263,326,1,5.4500,173.94,84.74,0.01101,0.00200,50.00,0.00938,50.00,0.01309,107.78,0.161,0.5714,F
3271,327,0,16.0700,174.94,53.62,0.01057,0.00400,50.00,0.01400,50.00,0.00371,540.27,0.147,0.3126,F
3272,327,1,6.2400,173.57,357.77,0.01092,0.00400,50.00,0.00960,50.00,0.00825,172.28,0.158,0.2675,F
3273,327,1,18.6900,173.86,110.15,0.01221,0.00200,50.00,0.00249,50.00,0.00120,650.27,0.168,0.2383,F
3282,328,1,14.5100,173.32,66.62,0.04171,0.00400,50.00,0.00400,50.00,0.00737,461.99,0.676,0.5354,F
3283,328,1,25.3800,174.02,223.28,0.02121,0.00200,50.00,0.00025,50.00,0.00429,591.98,0.391,0.3293,F
3292,329,1,0.0800,172.83,292.92,0.11113,0.10200,25.00,0.00001,0.00,0.00001,0.00,0.966,0.0969,F
3293,329,1,0.0400,174.10,161.95,0.15151,0.09666,15.00,0.00001,0.00,0.00001,0.00,2.056,0.9717,F
3302,330,1,12.0900,174.48,355.12,0.01104,0.00400,50.00,0.00400,50.00,0.00031,328.49,0.140,0.2873,F
3303,330,1,39.0800,174.63,99.14,0.00637,0.00800,50.00,0.00400,50.00,0.00054,754.47,0.107,0.2956,F
3311,331,0,10.1400,177.09,243.32,0.00700,0.00800,50.00,0.00200,50.00,0.00082,369.56,0.105,0.0887,F
3312,331,1,23.8300,175.97,37.27,0.01202,0.00551,50.00,0.01951,50.00,0.00151,895.18,0.171,0.4990,F
3313,331,1,14.5100,176.02,77.07,0.01082,0.01083,50.00,0.00118,50.00,0.00445,517.84,0.158,0.4825,F
3321,332,0,13.4800,177.99,118.95,0.00881,0.01634,50.00,0.00366,50.00,0.00195,566.48,0.131,0.1832,F
3322,332,1,44.7400,176.66,62.60,0.00821,0.00800,50.00,0.00400,50.00,0.00064,629.91,0.123,0.4801,F
3323,332,1,24.5400,176.21,191.47,0.00980,0.03750,50.00,0.02099,50.00,0.00118,319.91,0.146,0.4061,F
3332,333,1,0.3700,173.28,37.22,0.07167,0.03393,29.14,0.00001,0.00,0.00001,0.00,1.149,0.3335,F
3333,333,1,0.2200,174.63,182.33,0.09190,0.08399,25.00,0.00001,0.00,0.00001,0.00,1.965,0.9479,F
3342,334,1,46.3500,175.79,60.15,0.02187,0.00400,50.00,0.00201,50.00,0.00323,667.13,0.286,0.3920,F
3343,334,1,3.0900,175.11,221.23,0.11654,0.09428,35.00,0.00001,0.00,0.00001,0.00,1.985,0.7515,F
3351,335,0,12.5100,178.85,61.81,0.01454,0.02028,50.00,0.02157,50.00,0.00230,395.77,0.205,0.5234,F
3352,335,1,28.4400,176.85,45.54,0.01171,0.02000,50.00,0.00600,50.00,0.00515,486.07,0.168,0.3912,F
3353,335,1,16.6800,176.87,137.14,0.00653,0.00799,50.00,0.00001,50.00,0.00078,515.42,0.108,0.3000,F
3362,336,1,1.4600,175.43,48.09,0.06271,0.02961,29.14,0.00001,0.00,0.00001,0.00,0.995,0.6414,F
3363,336,1,5.4100,176.01,205.55,0.02533,0.00600,50.00,0.00400,50.00,0.00578,251.27,0.433,0.3144,F
3371,337,0,11.0800,177.70,68.19,0.00839,0.02000,50.00,0.00400,50.00,0.00331,605.77,0.132,0.5883,F
3372,337,1,14.5300,177.95,46.92,0.00871,0.02054,50.00,0.02218,50.00,0.00271,909.62,0.130,0.3542,F
3373,337,1,5.0100,176.61,148.74,0.00588,0.01200,50.00,0.00001,50.00,0.00058,523.41,0.085,0.4687,F
3382,338,1,34.3700,177.90,49.47,0.01581,0.02103,50.00,0.01297,50.00,0.00272,770.98,0.247,0.3944,F
3383,338,1,2.6500,176.84,221.54,0.07798,0.08412,29.14,0.00001,0.00,0.00001,0.00,1.502,0.8497,F
3392,339,1,12.6100,178.41,66.65,0.00769,0.00542,50.00,0.00259,50.00,0.00318,472.63,0.124,0.4626,F
3393,339,1,4.8500,177.52,215.25,0.00653,0.00200,50.00,0.00001,50.00,0.00066,153.99,0.088,0.7275,F
3402,340,1,11.2000,178.41,14.99,0.00921,0.00600,50.00,0.00001,50.00,0.00367,299.91,0.141,0.6529,F
3403,340,1,12.6700,178.62,176.32,0.00701,0.00917,50.00,0.00483,50.00,0.00515,272.28,0.115,0.8704,F
3411,341,0,15.0400,180.59,135.04,0.01530,0.03507,50.00,0.02093,50.00,0.00071,427.49,0.206,0.0631,F
3412,341,1,27.0700,179.68,331.17,0.01329,0.01551,50.00,0.00449,50.00,0.00375,587.84,0.180,0.2101,F
3413,341,1,12.4900,179.80,74.33,0.02314,0.01263,50.00,0.04095,50.00,0.00593,340.92,0.307,0.6224,F
3422,342,1,34.6500,179.53,42.63,0.01698,0.00873,50.00,0.01858,50.00,0.00287,674.06,0.232,0.5132,F
3423,342,1,21.6600,178.96,207.73,0.00918,0.01234,50.00,0.00166,50.00,0.00239,439.91,0.140,0.6728,F
3432,343,1,13.6100,179.48,50.31,0.01013,0.02000,50.00,0.01907,50.00,0.00190,341.98,0.148,0.6422,F
3433,343,1,21.1300,179.65,172.10,0.00621,0.01234,50.00,0.00366,50.00,0.00067,454.77,0.097,0.5475,F
3441,344,0,10.4100,180.05,41.39,0.00641,0.00400,50.00,0.00001,50.00,0.00132,381.63,0.108,0.2027,F
3442,344,1,2.2700,180.27,283.69,0.01597,0.02406,50.00,0.01745,50.00,0.00048,51.57,0.220,0.7336,F
3443,344,1,2.4200,179.89,82.04,0.00270,0.00400,50.00,0.00200,50.00,0.00001,89.85,0.063,0.5195,F
3451,345,0,18.3000,180.39,95.33,0.00716,0.01214,50.00,0.00489,50.00,0.00148,712.05,0.111,0.3247,F
3452,345,1,0.9500,179.82,56.89,0.00134,0.00399,50.00,0.00001,50.00,0.00001,38.14,0.044,0.7437,F
3453,345,1,2.6700,179.92,113.55,0.00446,0.01117,50.00,0.00282,50.00,0.00001,217.49,0.080,0.6533,F
3461,346,0,10.2500,179.64,140.97,0.00852,0.00400,50.00,0.00200,50.00,0.00138,568.20,0.119,0.2862,F
3462,346,1,9.9000,179.28,117.31,0.00618,0.01131,50.00,0.00469,50.00,0.00107,565.48,0.102,0.3258,F
3463,346,1,3.9100,179.37,211.62,0.00905,0.00600,50.00,0.00497,50.00,0.00392,242.99,0.137,0.7357,F
3471,347,0,10.1200,179.57,113.00,0.01098,0.00400,50.00,0.00200,50.00,0.00075,672.05,0.140,0.1943,F
3472,347,1,33.0800,178.77,58.98,0.00816,0.00200,50.00,0.00201,50.00,0.00189,478.85,0.127,0.5084,F
3473,347,1,34.1000,178.49,191.55,0.00862,0.01200,50.00,0.00400,50.00,0.00182,714.77,0.120,0.4114,F
3482,348,1,11.8600,178.46,39.04,0.06156,0.01117,50.00,0.04385,37.43,0.00001,0.00,0.919,0.5685,F
3483,348,1,7.4600,178.82,214.38,0.07249,0.03640,41.21,0.00001,0.00,0.00001,0.00,1.373,0.8074,F
