Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
2742,,,274,1,19.4100,,216.48,,0.06254,335.92,0.971,,,,,0.03063,328.14,,,,0.00800,50.00,0.01200,50.00,,,,,,,,,1
2743,,,274,1,26.1300,,216.38,,0.05729,88.34,0.880,,,,,0.01634,471.27,,,,0.01400,50.00,0.00800,50.00,,,,,,,,,1
2751,,,275,0,10.2500,,219.37,,0.03587,40.35,0.524,,,,,0.01744,544.41,,,,0.00400,50.00,0.01214,50.00,,,,,,,,,1
2752,,,275,1,8.7600,,206.63,,0.07470,333.24,1.153,,,,,0.05576,173.64,,,,0.01669,50.00,0.01669,50.00,,,,,,,,,1
2753,,,275,1,25.0900,,212.07,,0.06027,79.78,0.930,,,,,0.02283,704.41,,,,0.00717,50.00,0.01717,50.00,,,,,,,,,1
2761,,,276,0,12.2900,,181.72,,0.00900,75.55,0.134,,,,,0.00272,902.05,,,,0.00800,50.00,0.00507,50.00,,,,,,,,,1
2762,,,276,1,6.3900,,180.04,,0.00999,45.13,0.109,,,,,0.00153,296.07,,,,0.00752,50.00,0.00249,50.00,,,,,,,,,1
2763,,,276,1,6.0400,,180.03,,0.00529,138.28,0.102,,,,,0.00234,341.92,,,,0.00200,50.00,0.00166,50.00,,,,,,,,,1
2772,,,277,1,0.3000,,178.08,,0.03950,100.88,0.588,,,,,0.00001,0.00,,,,0.04333,15.00,0.00001,0.00,,,,,,,,,1
2773,,,277,1,0.2600,,178.80,,0.05748,254.48,1.042,,,,,0.00001,0.00,,,,0.02892,29.14,0.00001,0.00,,,,,,,,,1
2782,,,278,1,38.8200,,179.61,,0.00504,61.69,0.087,,,,,0.00139,567.13,,,,0.00600,50.00,0.00235,50.00,,,,,,,,,1
2783,,,278,1,36.9900,,179.77,,0.01063,172.67,0.149,,,,,0.00076,796.48,,,,0.01717,50.00,0.00683,50.00,,,,,,,,,1
2792,,,279,1,0.2400,,180.59,,0.00824,274.04,0.169,,,,,0.00001,0.00,,,,0.01666,15.00,0.00001,0.00,,,,,,,,,1
2793,,,279,1,3.3200,,180.86,,0.00462,69.44,0.089,,,,,0.00192,313.99,,,,0.00400,50.00,0.00200,50.00,,,,,,,,,1
2802,,,280,1,24.2900,,184.46,,0.01601,11.55,0.232,,,,,0.02169,520.92,,,,0.01469,50.00,0.02628,50.00,,,,,,,,,1
2803,,,280,1,5.9000,,182.96,,0.01248,104.03,0.187,,,,,0.00837,152.28,,,,0.03964,50.00,0.04339,50.00,,,,,,,,,1
2811,,,281,0,10.0000,,198.93,,0.02364,16.49,0.328,,,,,0.01993,619.91,,,,0.00800,50.00,0.01000,50.00,,,,,,,,,1
2812,,,281,1,15.2200,,195.18,,0.02759,349.42,0.378,,,,,0.01895,693.70,,,,0.01024,50.00,0.01479,50.00,,,,,,,,,1
2813,,,281,1,12.3300,,191.54,,0.02370,68.98,0.330,,,,,0.01574,535.12,,,,0.01521,50.00,0.01864,50.00,,,,,,,,,1
2821,,,282,0,10.0400,,192.04,,0.00987,76.62,0.159,,,,,0.00579,579.91,,,,0.00366,50.00,0.00435,50.00,,,,,,,,,1
2822,,,282,1,2.0000,,189.79,,0.02888,72.61,0.404,,,,,0.02949,95.71,,,,0.00517,50.00,0.01337,50.00,,,,,,,,,1
