Soil_ID,Layer_Number,Layer_Depth,Bulk_Density,Clay_Ratio,Silt_Ratio,Sand_Ratio,Rock_Ratio,Very_Fine_Sand_Ratio,CaCO3_Content,Saturated_Conductivity,Field_Capacity,Wilting_Point,Volcanic_Code,Base_Saturation,Unstable_Aggregate_Ratio,pH,Organic_Matter_Ratio,Organic_N_Ratio,Inorganic_N_Ratio,Organic_P_Ratio,Inorganic_P_Ratio,Soil_Structure_Code,Input_Units_Code
Gwe1B2,     7,  860.0000,    1.8300,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3100,    0.2400,,,,    6.4000,    0.0125,,,,,,1
Gwe1B2,     8,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2500,    0.2300,,,,    7.6000,    0.0025,,,,,,1
Gwe1B2,     9, 1450.0000,    1.8300,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0100,,,,,,1
Gwe1B2,    10, 2000.0000,    2.0500,    0.3500,    0.4400,    0.2100,    0.0600,    0.0600,    0.2400,    2.6640,    0.2200,    0.2000,,,,    8.0000,    0.0025,,,,,,1
Gwg1B1,     1,  230.0000,    1.5000,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   33.0120,    0.3000,    0.1700,,,,    6.4000,    0.0250,,,,,,1
Gwg1B1,     2,  280.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3500,    0.2600,,,,    6.4000,    0.0500,,,,,,1
Gwg1B1,     3,  740.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
Gwg1B1,     4,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.5000,    0.0100,,,,,,1
Gwg1B1,     5,  860.0000,    2.0200,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2700,    0.2400,,,,    7.3000,    0.0050,,,,,,1
Gwg1B1,     6,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2800,    0.2500,,,,    7.6000,    0.0025,,,,,,1
Gwg1B1,     7, 1450.0000,    1.8300,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0100,,,,,,1
Gwg1B1,     8, 2000.0000,    2.0500,    0.3300,    0.4500,    0.2200,    0.0700,    0.0600,    0.2400,    2.6640,    0.2400,    0.2100,,,,    8.0000,    0.0025,,,,,,1
Gwg1B2,     1,  180.0000,    1.5800,    0.2600,    0.5200,    0.2200,    0.0300,    0.0600,    0.0000,   10.1520,    0.2900,    0.1500,,,,    6.4000,    0.0175,,,,,,1
Gwg1B2,     2,  250.0000,    1.5000,    0.2400,    0.5400,    0.2200,    0.0300,    0.0600,    0.0000,   33.0120,    0.3000,    0.1700,,,,    6.4000,    0.0200,,,,,,1
Gwg1B2,     3,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3500,    0.2600,,,,    6.4000,    0.0500,,,,,,1
Gwg1B2,     4,  640.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3200,    0.2400,,,,    6.2000,    0.0100,,,,,,1
Gwg1B2,     5,  740.0000,    2.0200,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2700,    0.2400,,,,    7.3000,    0.0050,,,,,,1
Gwg1B2,     6,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3000,    0.2200,,,,    6.5000,    0.0050,,,,,,1
Gwg1B2,     7,  860.0000,    1.8300,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3100,    0.2400,,,,    6.4000,    0.0125,,,,,,1
Gwg1B2,     8,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2500,    0.2300,,,,    7.6000,    0.0025,,,,,,1
Gwg1B2,     9, 1450.0000,    1.8300,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0100,,,,,,1
Gwg1B2,    10, 2000.0000,    2.0900,    0.3600,    0.3900,    0.2500,    0.0800,    0.0700,    0.2600,    2.6640,    0.2400,    0.2100,,,,    7.9000,    0.0025,,,,,,1
Gwg5C2,     1,  180.0000,    1.5200,    0.3000,    0.4500,    0.2500,    0.0500,    0.0500,    0.0000,   10.1520,    0.3220,    0.2060,,,,    6.2000,    0.0150,,,,,,1
Gwg5C2,     2,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
Gwg5C2,     3,  250.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3460,    0.2450,,,,    6.7000,    0.0500,,,,,,1
Gwg5C2,     4,  610.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    6.2000,    0.0075,,,,,,1
Gwg5C2,     5,  740.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2560,    0.2360,,,,    7.5000,    0.0050,,,,,,1
Gwg5C2,     6,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0700,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
Gwg5C2,     7,  860.0000,    1.8300,    0.4250,    0.4150,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3120,    0.2430,,,,    6.5000,    0.0125,,,,,,1
Gwg5C2,     8,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
Gwg5C2,     9, 1450.0000,    1.8400,    0.4250,    0.3750,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3240,    0.2370,,,,    7.0000,    0.0125,,,,,,1
Gwg5C2,    10, 2030.0000,    2.0700,    0.3400,    0.4000,    0.2600,    0.0500,    0.0700,    0.2900,    2.6640,    0.2190,    0.1970,,,,    7.9000,    0.0025,,,,,,1
Gwg5C3,     1,  150.0000,    1.6600,    0.3300,    0.4200,    0.2500,    0.0700,    0.0500,    0.0000,   10.1520,    0.3220,    0.2060,,,,    6.7000,    0.0100,,,,,,1
Gwg5C3,     2,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
Gwg5C3,     3,  250.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3460,    0.2450,,,,    6.7000,    0.0500,,,,,,1
Gwg5C3,     4,  510.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    5.4000,    0.0075,,,,,,1
Gwg5C3,     5,  640.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1500,    3.3120,    0.2560,    0.2360,,,,    7.5000,    0.0050,,,,,,1
Gwg5C3,     6,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0400,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
Gwg5C3,     7,  860.0000,    1.8300,    0.4250,    0.4150,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3120,    0.2430,,,,    6.5000,    0.0125,,,,,,1
Gwg5C3,     8,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
Gwg5C3,     9, 1450.0000,    1.8400,    0.4250,    0.3750,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3240,    0.2370,,,,    7.0000,    0.0125,,,,,,1
Gwg5C3,    10, 2030.0000,    2.0700,    0.3400,    0.4000,    0.2600,    0.0500,    0.0700,    0.2900,    2.6640,    0.2190,    0.1970,,,,    7.9000,    0.0025,,,,,,1
GwM5C3,     1,  130.0000,    1.7200,    0.3500,    0.4200,    0.2300,,    0.0700,    0.0100,   10.1520,    0.3220,    0.2010,,,,    7.0000,    0.0075,,,,,,1
GwM5C3,     2,  150.0000,    1.6600,    0.3300,    0.4200,    0.2500,    0.0600,    0.0500,    0.0000,   10.1520,    0.3220,    0.2060,,,,    6.7000,    0.0100,,,,,,1
GwM5C3,     3,  200.0000,    1.5200,    0.1700,    0.5900,    0.2400,    0.0600,    0.0800,    0.0000,   33.0120,    0.3000,    0.1570,,,,    6.2000,    0.0150,,,,,,1
GwM5C3,     4,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
GwM5C3,     5,  250.0000,    1.8100,    0.3900,    0.4000,    0.2100,,    0.0600,    0.0300,   10.1520,    0.3400,    0.2330,,,,    7.4000,    0.0025,,,,,,1
GwM5C3,     6,  360.0000,    1.8700,    0.3350,    0.4150,    0.2500,,    0.0700,    0.1500,   10.1520,    0.3230,    0.2100,,,,    7.9000,    0.0025,,,,,,1
GwM5C3,     7,  510.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    6.2000,    0.0075,,,,,,1
GwM5C3,     8,  640.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1500,    3.3120,    0.2560,    0.2360,,,,    7.5000,    0.0050,,,,,,1
GwM5C3,     9,  740.0000,    1.8300,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1000,   10.1520,    0.3390,    0.2320,,,,    7.4000,    0.0075,,,,,,1
GwM5C3,    10,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0400,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
GwM5C3,    11,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
GwM5C3,    12, 2030.0000,    2.0700,    0.3400,    0.4000,    0.2600,    0.0500,    0.0700,    0.2900,    2.6640,    0.2190,    0.1970,,,,    7.9000,    0.0025,,,,,,1
GwUXC2,     1,  180.0000,    1.5200,    0.3000,    0.4500,    0.2500,    0.0500,    0.0500,    0.0000,   10.1520,    0.3220,    0.2060,,,,    6.2000,    0.0150,,,,,,1
GwUXC2,     2,  200.0000,    1.5200,    0.1700,    0.5900,    0.2400,    0.0600,    0.0800,    0.0000,   33.0120,    0.3000,    0.1570,,,,    6.2000,    0.0150,,,,,,1
GwUXC2,     3,  230.0000,    1.5000,    0.2500,    0.5100,    0.2400,    0.0400,    0.0800,    0.0000,   33.0120,    0.3020,    0.1680,,,,    6.2000,    0.0200,,,,,,1
GwUXC2,     4,  610.0000,    1.8200,    0.4200,    0.3600,    0.2200,    0.0500,    0.0600,    0.0000,    3.3120,    0.3200,    0.2430,,,,    6.2000,    0.0075,,,,,,1
GwUXC2,     5,  640.0000,    1.8300,    0.4200,    0.3700,    0.2100,    0.0800,    0.0600,    0.0000,   10.1520,    0.3210,    0.2600,,,,    5.9000,    0.0075,,,,,,1
GwUXC2,     6,  740.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.2560,    0.2360,,,,    7.5000,    0.0050,,,,,,1
GwUXC2,     7,  760.0000,    1.7800,    0.4200,    0.4200,    0.1600,    0.0400,    0.0700,    0.0000,    3.3120,    0.2960,    0.2210,,,,    5.9000,    0.0050,,,,,,1
GwUXC2,     8,  910.0000,    2.0900,    0.3600,    0.4000,    0.2400,    0.0500,    0.0600,    0.1300,    3.3120,    0.2470,    0.2310,,,,    7.3000,    0.0025,,,,,,1
GwUXC2,     9, 2030.0000,    2.0700,    0.3400,    0.4000,    0.2600,    0.0500,    0.0700,    0.2900,    2.6640,    0.2190,    0.1970,,,,    7.9000,    0.0025,,,,,,1
GxD3,     1,  180.0000,    1.5200,    0.3250,    0.3280,    0.3470,    0.0600,    0.1040,    0.0000,   10.1520,    0.3210,    0.1970,,,,    6.5000,    0.0050,,,,,,1
GxD3,     2,  380.0000,    1.8100,    0.3900,    0.3530,    0.2570,    0.0700,    0.0720,    0.0000,    3.3120,    0.3420,    0.2560,,,,    6.5000,    0.0075,,,,,,1
GxD3,     3, 1520.0000,    1.8400,    0.3150,    0.3320,    0.3530,    0.0900,    0.1060,    0.2800,    3.3120,    0.2850,    0.2210,,,,    7.9000,    0.0040,,,,,,1
Gye1B2,     1,  170.0000,    1.6200,    0.3000,    0.4500,    0.2500,    0.0200,    0.0700,    0.0100,   10.1520,    0.3230,    0.1950,,,,    7.0000,    0.0075,,,,,,1
Gye1B2,     2,  200.0000,    1.6200,    0.2400,    0.5300,    0.2300,    0.0300,    0.0700,    0.0000,   10.1520,    0.3000,    0.1630,,,,    6.4000,    0.0175,,,,,,1
Gye1B2,     3,  250.0000,    1.5800,    0.2300,    0.5500,    0.2200,    0.0200,    0.0600,    0.0000,   33.0120,    0.3010,    0.1620,,,,    6.4000,    0.0200,,,,,,1
Gye1B2,     4,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3560,    0.2100,,,,    6.4000,    0.0500,,,,,,1
Gye1B2,     5,  410.0000,    1.6900,    0.3800,    0.4100,    0.2100,    0.0500,    0.0600,    0.0300,   10.1520,    0.3410,    0.2420,,,,    7.4000,    0.0025,,,,,,1
Gye1B2,     6,  480.0000,    1.7700,    0.3500,    0.4000,    0.2500,    0.0800,    0.0700,    0.1500,   10.1520,    0.3260,    0.2240,,,,    7.9000,    0.0025,,,,,,1
Gye1B2,     7,  610.0000,    1.8400,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3190,    0.2340,,,,    6.2000,    0.0100,,,,,,1
Gye1B2,     8,  740.0000,    1.8900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.3040,    0.2430,,,,    7.3000,    0.0050,,,,,,1
Gye1B2,     9,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
Gye1B2,    10,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3090,    0.2200,,,,    6.4000,    0.0125,,,,,,1
Gye1B2,    11,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2200,,,,    7.6000,    0.0025,,,,,,1
Gye1B2,    12, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3280,    0.2350,,,,    7.0000,    0.0100,,,,,,1
Gye1B2,    13, 2000.0000,    2.0500,    0.3600,    0.3900,    0.2500,    0.0700,    0.0700,    0.2600,    2.6640,    0.2660,    0.2200,,,,    7.9000,    0.0025,,,,,,1
Gyg1B2,     1,  170.0000,    1.6200,    0.3000,    0.4500,    0.2500,    0.0200,    0.0700,    0.0100,   10.1520,    0.3230,    0.1950,,,,    7.0000,    0.0075,,,,,,1
Gyg1B2,     2,  200.0000,    1.6200,    0.2600,    0.5100,    0.2300,    0.0300,    0.0700,    0.0000,   10.1520,    0.3000,    0.1630,,,,    6.4000,    0.0175,,,,,,1
Gyg1B2,     3,  250.0000,    1.5800,    0.2500,    0.5300,    0.2200,    0.0200,    0.0600,    0.0000,   33.0120,    0.3010,    0.1620,,,,    6.4000,    0.0200,,,,,,1
Gyg1B2,     4,  330.0000,    1.6600,    0.3500,    0.5000,    0.1500,    0.0200,    0.0500,    0.0000,   33.0120,    0.3560,    0.2100,,,,    6.4000,    0.0500,,,,,,1
Gyg1B2,     5,  410.0000,    1.6900,    0.4300,    0.3600,    0.2100,    0.0500,    0.0600,    0.0300,   10.1520,    0.3410,    0.2420,,,,    7.4000,    0.0025,,,,,,1
Gyg1B2,     6,  480.0000,    1.7700,    0.3500,    0.4000,    0.2500,    0.0800,    0.0700,    0.1500,   10.1520,    0.3260,    0.2240,,,,    7.9000,    0.0025,,,,,,1
Gyg1B2,     7,  610.0000,    1.8400,    0.4200,    0.3600,    0.2200,    0.0500,    0.0700,    0.0000,    3.3120,    0.3190,    0.2340,,,,    6.2000,    0.0100,,,,,,1
Gyg1B2,     8,  740.0000,    1.8900,    0.3600,    0.4000,    0.2400,    0.0800,    0.0700,    0.1200,    3.3120,    0.3040,    0.2430,,,,    7.3000,    0.0050,,,,,,1
Gyg1B2,     9,  810.0000,    1.8000,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
Gyg1B2,    10,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3090,    0.2200,,,,    6.4000,    0.0125,,,,,,1
Gyg1B2,    11,  940.0000,    2.0000,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2200,,,,    7.6000,    0.0025,,,,,,1
Gyg1B2,    12, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3280,    0.2350,,,,    7.0000,    0.0100,,,,,,1
Gyg1B2,    13, 2000.0000,    1.8800,    0.3100,    0.4300,    0.2600,    0.0700,    0.0700,    0.3000,    0.7776,    0.2850,    0.2220,,,,    8.1000,    0.0025,,,,,,1
GzB,     1,  200.0000,    1.4400,    0.2150,    0.5240,    0.2610,    0.0500,    0.0860,    0.0000,   33.0120,    0.2850,    0.1400,,,,    6.2000,    0.0200,,,,,,1
GzB,     2,  640.0000,    1.8200,    0.3950,    0.4350,    0.1700,    0.1000,    0.0670,    0.0000,    3.3120,    0.3480,    0.2430,,,,    5.9000,    0.0075,,,,,,1
GzB,     3, 1010.0000,    2.0900,    0.3450,    0.4770,    0.1780,    0.1200,    0.0330,    0.1300,    3.3120,    0.2560,    0.2250,,,,    7.3000,    0.0025,,,,,,1
HkA,     1,  230.0000,    1.5700,    0.2300,    0.4500,    0.3200,    0.0300,    0.0900,    0.0000,   33.1200,    0.3000,    0.1620,,,,    6.4000,    0.0250,,,,,,1
HkA,     2,  250.0000,    1.4600,    0.1600,    0.4000,    0.4400,    0.0400,    0.1200,    0.0000,   33.0120,    0.2660,    0.1180,,,,    6.5000,    0.0250,,,,,,1
HkA,     3,  280.0000,    1.4600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3360,    0.2260,,,,    6.4000,    0.0500,,,,,,1
HkA,     4,  760.0000,    1.7500,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
HkA,     5,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3110,    0.2400,,,,    6.4000,    0.0125,,,,,,1
HkA,     6,  890.0000,    1.6500,    0.2500,    0.3000,    0.4500,    0.1000,    0.1000,    0.0000,   33.0120,    0.2760,    0.1470,,,,    6.2000,    0.0075,,,,,,1
HkA,     7,  910.0000,    1.7500,    0.2800,    0.2700,    0.4500,    0.0700,    0.0500,    0.0000,   27.9360,    0.3060,    0.1850,,,,    6.2000,    0.0075,,,,,,1
HkA,     8,  940.0000,    1.9400,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2570,,,,    7.6000,    0.0050,,,,,,1
HkA,     9, 1020.0000,    1.7000,    0.3800,    0.4300,    0.1900,    0.0700,    0.0600,    0.1000,   10.1520,    0.3230,    0.2120,,,,    7.5000,    0.0025,,,,,,1
HkA,    10, 1320.0000,    2.0100,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2540,,,,    7.0000,    0.0025,,,,,,1
HkA,    11, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0125,,,,,,1
HkA,    12, 2000.0000,    1.9600,    0.3300,    0.4500,    0.2200,    0.0700,    0.0600,    0.2400,    2.6640,    0.2660,    0.2440,,,,    8.0000,    0.0025,,,,,,1
HkB,     1,  210.0000,    1.4600,    0.1600,    0.4000,    0.4400,    0.0400,    0.1200,    0.0000,   33.0120,    0.2640,    0.1150,,,,    6.5000,    0.0225,,,,,,1
HkB,     2,  230.0000,    1.5700,    0.2300,    0.4500,    0.3200,    0.0300,    0.0900,    0.0000,   33.1200,    0.2980,    0.1580,,,,    6.4000,    0.0225,,,,,,1
HkB,     3,  250.0000,    1.5200,    0.1800,    0.4000,    0.4200,    0.0800,    0.1100,    0.0000,   33.0120,    0.2580,    0.1170,,,,    6.2000,    0.0175,,,,,,1
HkB,     4,  280.0000,    1.4600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3360,    0.2260,,,,    6.4000,    0.0500,,,,,,1
HkB,     5,  760.0000,    1.7500,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
HkB,     6,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3110,    0.2400,,,,    6.4000,    0.0125,,,,,,1
HkB,     7,  890.0000,    1.6200,    0.2500,    0.3000,    0.4500,    0.1000,    0.1000,    0.0000,   33.0120,    0.2750,    0.1450,,,,    6.2000,    0.0075,,,,,,1
HkB,     8,  900.0000,    1.7500,    0.2800,    0.2700,    0.4500,    0.0700,    0.0500,    0.0000,   27.9360,    0.3060,    0.1850,,,,    6.2000,    0.0075,,,,,,1
HkB,     9,  940.0000,    1.9400,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2570,,,,    7.6000,    0.0050,,,,,,1
HkB,    10, 1020.0000,    1.9100,    0.3800,    0.4300,    0.1900,    0.0700,    0.0600,    0.1000,   10.1520,    0.3370,    0.2380,,,,    7.5000,    0.0025,,,,,,1
HkB,    11, 1320.0000,    2.0100,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2540,,,,    7.0000,    0.0025,,,,,,1
HkB,    12, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0125,,,,,,1
HkB,    13, 2000.0000,    2.0400,    0.3200,    0.4600,    0.2200,    0.0700,    0.0700,    0.2500,    2.6640,    0.2660,    0.2370,,,,    7.9000,    0.0025,,,,,,1
HnA,     1,  230.0000,    1.5700,    0.2300,    0.4500,    0.3200,    0.0300,    0.0900,    0.0000,   33.1200,    0.3000,    0.1620,,,,    6.4000,    0.0250,,,,,,1
HnA,     2,  250.0000,    1.5300,    0.1800,    0.4000,    0.4200,    0.0800,    0.1100,    0.0000,   33.0120,    0.2660,    0.1280,,,,    6.2000,    0.0250,,,,,,1
HnA,     3,  280.0000,    1.4600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3360,    0.2260,,,,    6.4000,    0.0500,,,,,,1
HnA,     4,  760.0000,    1.7500,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
HnA,     5,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3110,    0.2400,,,,    6.4000,    0.0125,,,,,,1
HnA,     6,  890.0000,    1.6500,    0.2500,    0.3000,    0.4500,    0.1000,    0.1000,    0.0000,   33.0120,    0.2760,    0.1470,,,,    6.2000,    0.0075,,,,,,1
HnA,     7,  910.0000,    1.7500,    0.2800,    0.2700,    0.4500,    0.0700,    0.0500,    0.0000,   27.9360,    0.3060,    0.1850,,,,    6.2000,    0.0075,,,,,,1
HnA,     8,  940.0000,    1.9400,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2570,,,,    7.6000,    0.0050,,,,,,1
HnA,     9, 1020.0000,    1.7000,    0.3800,    0.4300,    0.1900,    0.0700,    0.0600,    0.1000,   10.1520,    0.3230,    0.2120,,,,    7.5000,    0.0025,,,,,,1
HnA,    10, 1320.0000,    2.0100,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2540,,,,    7.0000,    0.0025,,,,,,1
HnA,    11, 1450.0000,    1.8400,    0.4200,    0.3800,    0.2000,    0.0400,    0.0500,    0.0000,   10.1520,    0.3300,    0.2400,,,,    7.0000,    0.0125,,,,,,1
HnA,    12, 2000.0000,    2.0000,    0.3300,    0.3900,    0.2800,    0.0600,    0.0800,    0.2400,    2.6640,    0.2850,    0.2390,,,,    7.8000,    0.0025,,,,,,1
HnB,     1,  210.0000,    1.4600,    0.1600,    0.4000,    0.4400,    0.0400,    0.1200,    0.0000,   33.0120,    0.2640,    0.1150,,,,    6.5000,    0.0225,,,,,,1
HnB,     2,  230.0000,    1.5700,    0.2300,    0.4500,    0.3200,    0.0300,    0.0900,    0.0000,   33.1200,    0.2980,    0.1580,,,,    6.4000,    0.0225,,,,,,1
HnB,     3,  250.0000,    1.5200,    0.1800,    0.4000,    0.4200,    0.0800,    0.1100,    0.0000,   33.0120,    0.2580,    0.1170,,,,    6.2000,    0.0175,,,,,,1
HnB,     4,  280.0000,    1.4600,    0.3500,    0.5000,    0.1500,    0.0400,    0.0500,    0.0000,   33.0120,    0.3360,    0.2260,,,,    6.4000,    0.0500,,,,,,1
HnB,     5,  760.0000,    1.7500,    0.4200,    0.4200,    0.1600,    0.0400,    0.0500,    0.0000,    3.3120,    0.3090,    0.2370,,,,    6.5000,    0.0100,,,,,,1
HnB,     6,  860.0000,    1.8400,    0.4200,    0.4200,    0.1600,    0.0400,    0.0400,    0.0000,   10.1520,    0.3110,    0.2400,,,,    6.4000,    0.0125,,,,,,1
HnB,     7,  890.0000,    1.6200,    0.2500,    0.3000,    0.4500,    0.1000,    0.1000,    0.0000,   33.0120,    0.2750,    0.1450,,,,    6.2000,    0.0075,,,,,,1
HnB,     8,  900.0000,    1.7500,    0.2800,    0.2700,    0.4500,    0.0700,    0.0500,    0.0000,   27.9360,    0.3060,    0.1850,,,,    6.2000,    0.0075,,,,,,1
HnB,     9,  940.0000,    1.9400,    0.3500,    0.4000,    0.2500,    0.0600,    0.0700,    0.1200,    3.3120,    0.2850,    0.2570,,,,    7.6000,    0.0050,,,,,,1
