NITA,WARNING,    2,Soil ID "Blg1B1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg2A1",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg2A1",soil name "Haskins",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg2A1",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg2A1",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Blg2A1",soil name "Haskins",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BoB2",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BoB2",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Glynwood",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Blount",layer depth "25.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Pewamo",layer depth "28.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Glynwood",layer depth "74.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Blount",layer depth "83.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Pewamo",layer depth "86.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Glynwood",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Blount",layer depth "99.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "BuUXA",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Ca",soil name "Pewamo",layer depth "200.",This record has a duplicate soil layer depth with that of the previous soil layer. However; this record has more parameters populated so this record will be stored and the previous layer will be marked as the duplcate and will be ignored.
NITA,WARNING,    2,Soil ID "Ca",soil name "Linwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Cb",soil name "Linwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
